datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
6/29/2022 6:00,"(42.886717, -78.878392)",14.26,0.78,3.38,99609.68,0.0,0.0,9.562195991842728,0.0
6/29/2022 7:00,"(42.886717, -78.878392)",15.45,0.75,3.59,99631.41,0.0,0.0,9.886797074095108,0.0
6/29/2022 8:00,"(42.886717, -78.878392)",17.04,0.7,2.66,99638.72,0.0,0.0,10.15668346645151,0.0
6/29/2022 9:00,"(42.886717, -78.878392)",18.25,0.66,2.26,99676.77,0.0,0.0,10.293083804837998,0.0
6/29/2022 10:00,"(42.886717, -78.878392)",19.83,0.62,2.63,99695.72,0.0,0.0,10.61381282572557,0.0
6/29/2022 11:00,"(42.886717, -78.878392)",21.01,0.59,2.56,99720.93,0.15,0.0,10.820087577339313,0.15
6/29/2022 12:00,"(42.886717, -78.878392)",20.83,0.63,3.22,99770.98,0.26,0.0,11.433431551347148,0.26
6/29/2022 13:00,"(42.886717, -78.878392)",20.57,0.66,2.82,99763.64,0.6,0.0,11.797956039984465,0.6
6/29/2022 14:00,"(42.886717, -78.878392)",20.13,0.71,3.31,99764.83,0.91,0.0,12.369900919476889,0.91
6/29/2022 15:00,"(42.886717, -78.878392)",20.31,0.69,3.66,99733.18,0.01,0.0,12.14856799302656,0.01
6/29/2022 16:00,"(42.886717, -78.878392)",21.35,0.63,4.38,99698.03,0.0,0.0,11.783716125177731,0.0
6/29/2022 17:00,"(42.886717, -78.878392)",22.14,0.6,4.25,99660.37,0.0,0.0,11.746274626467907,0.0
6/29/2022 18:00,"(42.886717, -78.878392)",22.37,0.6,3.43,99656.1,0.0,0.0,11.902645369282098,0.0
6/29/2022 19:00,"(42.886717, -78.878392)",22.51,0.6,3.71,99653.06,0.03,0.0,11.998703425086973,0.03
6/29/2022 20:00,"(42.886717, -78.878392)",21.48,0.65,3.21,99690.07,0.06,0.0,12.2496318782529,0.06
6/29/2022 21:00,"(42.886717, -78.878392)",20.36,0.73,2.55,99735.55,0.0,0.0,12.890406662467374,0.0
6/29/2022 22:00,"(42.886717, -78.878392)",19.93,0.77,1.78,99767.88,0.0,0.0,13.25913530513361,0.0
6/29/2022 23:00,"(42.886717, -78.878392)",18.5,0.82,1.39,99769.34,0.0,0.0,12.979392036892007,0.0
6/30/2022 0:00,"(42.886717, -78.878392)",17.79,0.85,1.44,99770.13,0.0,0.0,12.898496266857984,0.0
6/30/2022 1:00,"(42.886717, -78.878392)",16.18,0.9,1.34,99775.91,0.0,0.0,12.400235411997519,0.0
6/30/2022 2:00,"(42.886717, -78.878392)",15.36,0.92,1.33,99758.67,0.0,0.0,12.061687344124868,0.0
6/30/2022 3:00,"(42.886717, -78.878392)",15.07,0.93,1.71,99764.59,0.0,0.0,11.97957704305854,0.0
6/30/2022 4:00,"(42.886717, -78.878392)",14.77,0.92,1.16,99783.11,0.0,0.0,11.635941104890705,0.0
6/30/2022 5:00,"(42.886717, -78.878392)",14.55,0.92,0.85,99734.68,0.0,0.0,11.480558279982766,0.0
6/30/2022 6:00,"(42.886717, -78.878392)",15.63,0.9,1.87,99789.98,0.0,0.0,11.994438501108013,0.0
6/30/2022 7:00,"(42.886717, -78.878392)",16.37,0.88,2.79,99754.32,0.0,0.0,12.264420270661352,0.0
6/30/2022 8:00,"(42.886717, -78.878392)",18.09,0.81,2.34,99769.74,0.0,0.0,12.512926676025998,0.0
6/30/2022 9:00,"(42.886717, -78.878392)",20.03,0.72,2.18,99776.43,0.0,0.0,12.470954232426996,0.0
6/30/2022 10:00,"(42.886717, -78.878392)",22.51,0.62,2.1,99728.81,0.0,0.0,12.398660205923207,0.0
6/30/2022 11:00,"(42.886717, -78.878392)",24.68,0.54,1.85,99642.6,0.0,0.0,12.217806937394322,0.0
6/30/2022 12:00,"(42.886717, -78.878392)",25.9,0.51,2.3,99569.8,0.0,0.0,12.357003182836959,0.0
6/30/2022 13:00,"(42.886717, -78.878392)",26.82,0.49,3.57,99520.66,0.0,0.0,12.496284943373675,0.0
6/30/2022 14:00,"(42.886717, -78.878392)",26.93,0.5,4.54,99438.19,0.0,0.0,12.829315435972912,0.0
6/30/2022 15:00,"(42.886717, -78.878392)",27.08,0.5,5.06,99403.35,0.0,0.0,12.936345088169995,0.0
6/30/2022 16:00,"(42.886717, -78.878392)",27.44,0.49,4.96,99327.92,0.0,0.0,12.93242235890068,0.0
6/30/2022 17:00,"(42.886717, -78.878392)",27.5,0.49,4.37,99284.71,0.0,0.0,12.975314271989127,0.0
6/30/2022 18:00,"(42.886717, -78.878392)",27.04,0.53,3.66,99232.68,0.0,0.0,13.682192900381624,0.0
6/30/2022 19:00,"(42.886717, -78.878392)",26.51,0.54,2.94,99229.56,0.0,0.0,13.536362228628796,0.0
6/30/2022 20:00,"(42.886717, -78.878392)",25.72,0.58,2.64,99210.02,0.0,0.0,13.912350351962873,0.0
6/30/2022 21:00,"(42.886717, -78.878392)",23.92,0.67,2.85,99189.49,0.0,0.0,14.52113805529263,0.0
6/30/2022 22:00,"(42.886717, -78.878392)",22.9,0.71,3.34,99189.23,0.0,0.0,14.519292914320742,0.0
6/30/2022 23:00,"(42.886717, -78.878392)",21.96,0.76,3.72,99163.48,0.0,0.0,14.725172358185823,0.0
7/1/2022 0:00,"(42.886717, -78.878392)",21.61,0.75,4.4,99106.8,0.0,0.0,14.240837430079528,0.0
7/1/2022 1:00,"(42.886717, -78.878392)",21.83,0.7,5.23,99085.2,0.0,0.0,13.461371570347378,0.0
7/1/2022 2:00,"(42.886717, -78.878392)",22.45,0.62,5.8,99019.01,0.0,0.0,12.356035989424353,0.0
7/1/2022 3:00,"(42.886717, -78.878392)",22.52,0.57,5.62,98984.31,0.0,0.0,11.405310698439312,0.0
7/1/2022 4:00,"(42.886717, -78.878392)",22.4,0.57,5.67,98948.38,0.0,0.0,11.327014580583237,0.0
7/1/2022 5:00,"(42.886717, -78.878392)",21.95,0.6,5.94,98930.68,0.0,0.0,11.618437857192289,0.0
7/1/2022 6:00,"(42.886717, -78.878392)",22.18,0.63,6.03,98916.93,0.0,0.0,12.362008689368714,0.0
7/1/2022 7:00,"(42.886717, -78.878392)",22.5,0.65,5.53,98904.62,0.0,0.0,12.991138383714281,0.0
7/1/2022 8:00,"(42.886717, -78.878392)",23.27,0.63,4.95,98911.25,0.0,0.0,13.158501171544321,0.0
7/1/2022 9:00,"(42.886717, -78.878392)",24.53,0.6,5.08,98901.09,0.0,0.0,13.460897448410963,0.0
7/1/2022 10:00,"(42.886717, -78.878392)",25.55,0.57,5.44,98874.69,0.0,0.0,13.542973416177922,0.0
7/1/2022 11:00,"(42.886717, -78.878392)",26.24,0.56,5.69,98893.7,0.0,0.0,13.828323091121641,0.0
7/1/2022 12:00,"(42.886717, -78.878392)",25.92,0.59,5.96,98865.37,0.0,0.0,14.311337405519161,0.0
7/1/2022 13:00,"(42.886717, -78.878392)",26.21,0.58,6.48,98810.91,0.0,0.0,14.29826825593428,0.0
7/1/2022 14:00,"(42.886717, -78.878392)",26.11,0.57,6.64,98767.04,0.0,0.0,13.97361980957096,0.0
7/1/2022 15:00,"(42.886717, -78.878392)",25.75,0.57,6.56,98771.34,0.02,0.0,13.695446907225032,0.02
7/1/2022 16:00,"(42.886717, -78.878392)",24.99,0.62,5.91,98719.87,0.02,0.0,14.274996889669284,0.02
7/1/2022 17:00,"(42.886717, -78.878392)",24.69,0.62,5.71,98674.78,0.02,0.0,14.03576696533326,0.02
7/1/2022 18:00,"(42.886717, -78.878392)",24.16,0.64,4.72,98631.7,0.0,0.0,14.060956358456211,0.0
7/1/2022 19:00,"(42.886717, -78.878392)",24.44,0.63,5.66,98624.98,0.0,0.0,14.062262099634484,0.0
7/1/2022 20:00,"(42.886717, -78.878392)",24.22,0.64,7.14,98655.09,0.0,0.0,14.108809573518927,0.0
7/1/2022 21:00,"(42.886717, -78.878392)",23.94,0.65,7.25,98702.61,0.0,0.0,14.103667325684732,0.0
7/1/2022 22:00,"(42.886717, -78.878392)",23.16,0.7,6.35,98719.91,0.34,0.0,14.529072817257397,0.34
7/1/2022 23:00,"(42.886717, -78.878392)",21.54,0.82,5.72,98687.0,0.94,0.0,15.507103431364397,0.94
7/2/2022 0:00,"(42.886717, -78.878392)",20.78,0.9,5.4,98666.94,1.81,0.0,16.28604139766205,1.81
7/2/2022 1:00,"(42.886717, -78.878392)",20.25,0.94,5.17,98654.38,2.92,0.0,16.492324511610292,2.92
7/2/2022 2:00,"(42.886717, -78.878392)",19.97,0.95,4.33,98683.07,2.67,0.0,16.397038288765557,2.67
7/2/2022 3:00,"(42.886717, -78.878392)",19.65,0.92,3.77,98675.38,2.14,0.0,15.584106322257721,2.14
7/2/2022 4:00,"(42.886717, -78.878392)",18.95,0.92,2.46,98730.95,1.47,0.0,14.954983280253606,1.47
7/2/2022 5:00,"(42.886717, -78.878392)",18.32,0.94,1.23,98757.62,0.29,0.0,14.720875069297504,0.29
7/2/2022 6:00,"(42.886717, -78.878392)",18.03,0.95,0.74,98785.12,0.06,0.0,14.623395794557462,0.06
7/2/2022 7:00,"(42.886717, -78.878392)",18.68,0.94,0.82,98857.02,0.0,0.0,15.03821861950582,0.0
7/2/2022 8:00,"(42.886717, -78.878392)",19.92,0.84,0.67,98864.9,0.0,0.0,14.456041307944181,0.0
7/2/2022 9:00,"(42.886717, -78.878392)",21.02,0.73,1.08,98909.41,0.0,0.0,13.395342020965934,0.0
7/2/2022 10:00,"(42.886717, -78.878392)",21.89,0.63,1.33,98923.09,0.0,0.0,12.157234332552965,0.0
7/2/2022 11:00,"(42.886717, -78.878392)",23.34,0.55,1.77,98930.99,0.0,0.0,11.533525106843223,0.0
7/2/2022 12:00,"(42.886717, -78.878392)",24.04,0.5,2.72,98953.59,0.0,0.0,10.910678829845411,0.0
7/2/2022 13:00,"(42.886717, -78.878392)",24.65,0.44,3.36,98951.82,0.0,0.0,9.93841609973051,0.0
7/2/2022 14:00,"(42.886717, -78.878392)",24.97,0.42,4.0,98950.38,0.0,0.0,9.65928182121139,0.0
7/2/2022 15:00,"(42.886717, -78.878392)",25.24,0.42,4.51,98955.7,0.0,0.0,9.80701777219964,0.0
7/2/2022 16:00,"(42.886717, -78.878392)",25.28,0.43,5.03,98954.32,0.0,0.0,10.063094444538903,0.0
7/2/2022 17:00,"(42.886717, -78.878392)",25.3,0.45,5.11,98897.34,0.0,0.0,10.542975624386544,0.0
7/2/2022 18:00,"(42.886717, -78.878392)",24.58,0.44,5.05,98912.98,0.0,0.0,9.899231991080093,0.0
7/2/2022 19:00,"(42.886717, -78.878392)",24.06,0.47,4.48,98888.59,0.0,0.0,10.267672459239844,0.0
7/2/2022 20:00,"(42.886717, -78.878392)",23.18,0.52,4.32,98921.13,0.0,0.0,10.805354488765904,0.0
7/2/2022 21:00,"(42.886717, -78.878392)",21.91,0.58,4.35,98993.06,0.0,0.0,11.2052889900946,0.0
7/2/2022 22:00,"(42.886717, -78.878392)",20.21,0.68,3.83,99064.93,0.0,0.0,11.902765369937592,0.0
7/2/2022 23:00,"(42.886717, -78.878392)",19.05,0.75,3.24,99107.78,0.0,0.0,12.263715699552993,0.0
7/3/2022 0:00,"(42.886717, -78.878392)",18.79,0.78,2.34,99102.38,0.0,0.0,12.559955702458137,0.0
7/3/2022 1:00,"(42.886717, -78.878392)",17.61,0.8,1.82,99148.66,0.0,0.0,12.010163912619841,0.0
7/3/2022 2:00,"(42.886717, -78.878392)",17.48,0.75,2.26,99212.3,0.0,0.0,11.172480029132153,0.0
7/3/2022 3:00,"(42.886717, -78.878392)",16.59,0.72,2.66,99240.16,0.0,0.0,10.168340778117038,0.0
7/3/2022 4:00,"(42.886717, -78.878392)",16.58,0.68,2.19,99280.68,0.0,0.0,9.597656866172422,0.0
7/3/2022 5:00,"(42.886717, -78.878392)",15.64,0.69,1.79,99285.79,0.0,0.0,9.201312996569975,0.0
7/3/2022 6:00,"(42.886717, -78.878392)",15.26,0.74,1.79,99368.01,0.0,0.0,9.642996809255754,0.0
7/3/2022 7:00,"(42.886717, -78.878392)",16.79,0.67,2.1,99433.43,0.0,0.0,9.576653538874872,0.0
7/3/2022 8:00,"(42.886717, -78.878392)",17.68,0.57,2.67,99473.84,0.0,0.0,8.593049166295073,0.0
7/3/2022 9:00,"(42.886717, -78.878392)",18.39,0.55,2.32,99521.59,0.0,0.0,8.649114581916194,0.0
7/3/2022 10:00,"(42.886717, -78.878392)",19.33,0.53,2.05,99567.05,0.0,0.0,8.810516290981843,0.0
7/3/2022 11:00,"(42.886717, -78.878392)",20.67,0.49,2.07,99583.04,0.0,0.0,8.81025921445756,0.0
7/3/2022 12:00,"(42.886717, -78.878392)",21.39,0.47,2.16,99610.04,0.0,0.0,8.81141113430707,0.0
7/3/2022 13:00,"(42.886717, -78.878392)",22.24,0.45,1.83,99560.88,0.0,0.0,8.860532175540373,0.0
7/3/2022 14:00,"(42.886717, -78.878392)",22.67,0.44,2.22,99523.39,0.0,0.0,8.880154459494364,0.0
7/3/2022 15:00,"(42.886717, -78.878392)",23.26,0.43,2.49,99534.24,0.0,0.0,8.976077799609438,0.0
7/3/2022 16:00,"(42.886717, -78.878392)",23.52,0.43,2.61,99517.12,0.0,0.0,9.110055142640553,0.0
7/3/2022 17:00,"(42.886717, -78.878392)",23.73,0.43,2.29,99506.15,0.0,0.0,9.219521417008036,0.0
7/3/2022 18:00,"(42.886717, -78.878392)",23.5,0.43,2.81,99483.41,0.0,0.0,9.0996884063075,0.0
7/3/2022 19:00,"(42.886717, -78.878392)",23.38,0.41,3.0,99469.84,0.0,0.0,8.617342895541166,0.0
7/3/2022 20:00,"(42.886717, -78.878392)",22.75,0.42,3.23,99470.98,0.0,0.0,8.515450489409773,0.0
7/3/2022 21:00,"(42.886717, -78.878392)",21.23,0.48,3.55,99492.78,0.0,0.0,8.91586292564569,0.0
7/3/2022 22:00,"(42.886717, -78.878392)",19.96,0.54,3.5,99543.81,0.0,0.0,9.31496577866393,0.0
7/3/2022 23:00,"(42.886717, -78.878392)",18.18,0.64,3.27,99551.17,0.0,0.0,9.939769965470617,0.0
7/4/2022 0:00,"(42.886717, -78.878392)",18.13,0.68,2.84,99559.79,0.0,0.0,10.529680978520286,0.0
7/4/2022 1:00,"(42.886717, -78.878392)",17.61,0.72,2.57,99597.02,0.0,0.0,10.809147521357856,0.0
7/4/2022 2:00,"(42.886717, -78.878392)",16.97,0.78,2.31,99601.53,0.0,0.0,11.270044448512573,0.0
7/4/2022 3:00,"(42.886717, -78.878392)",17.08,0.79,2.09,99594.48,0.0,0.0,11.490055795012418,0.0
7/4/2022 4:00,"(42.886717, -78.878392)",17.01,0.81,1.6,99587.95,0.0,0.0,11.73161495104234,0.0
7/4/2022 5:00,"(42.886717, -78.878392)",16.84,0.82,1.41,99609.76,0.0,0.0,11.755926333086704,0.0
7/4/2022 6:00,"(42.886717, -78.878392)",17.21,0.81,0.66,99637.48,0.0,0.0,11.873029560280719,0.0
7/4/2022 7:00,"(42.886717, -78.878392)",17.22,0.83,1.02,99637.19,0.0,0.0,12.173475617830993,0.0
7/4/2022 8:00,"(42.886717, -78.878392)",19.05,0.77,0.61,99646.89,0.0,0.0,12.59074811820774,0.0
7/4/2022 9:00,"(42.886717, -78.878392)",20.76,0.67,0.46,99691.95,0.0,0.0,12.109953573112572,0.0
7/4/2022 10:00,"(42.886717, -78.878392)",22.46,0.56,0.98,99650.12,0.0,0.0,11.166699186167275,0.0
7/4/2022 11:00,"(42.886717, -78.878392)",24.29,0.5,2.01,99657.09,0.0,0.0,11.066262051883577,0.0
7/4/2022 12:00,"(42.886717, -78.878392)",24.96,0.48,2.39,99637.74,0.0,0.0,11.032968100560439,0.0
7/4/2022 13:00,"(42.886717, -78.878392)",25.52,0.48,2.76,99613.52,0.0,0.0,11.385455790068725,0.0
7/4/2022 14:00,"(42.886717, -78.878392)",25.64,0.49,3.06,99584.44,0.0,0.0,11.701032286188045,0.0
7/4/2022 15:00,"(42.886717, -78.878392)",25.68,0.49,3.21,99538.5,0.0,0.0,11.727259565200283,0.0
7/4/2022 16:00,"(42.886717, -78.878392)",25.12,0.51,3.1,99514.18,0.0,0.0,11.828501874249444,0.0
7/4/2022 17:00,"(42.886717, -78.878392)",25.2,0.5,2.5,99432.09,0.0,0.0,11.648820369173327,0.0
7/4/2022 18:00,"(42.886717, -78.878392)",25.53,0.49,2.16,99376.7,0.0,0.0,11.629167123529836,0.0
7/4/2022 19:00,"(42.886717, -78.878392)",25.28,0.49,1.58,99361.39,0.0,0.0,11.467247157730379,0.0
7/4/2022 20:00,"(42.886717, -78.878392)",24.45,0.56,1.36,99361.52,0.0,0.0,12.506854300984974,0.0
7/4/2022 21:00,"(42.886717, -78.878392)",23.52,0.58,1.96,99341.69,0.0,0.0,12.28798135518958,0.0
7/4/2022 22:00,"(42.886717, -78.878392)",22.75,0.62,2.32,99347.91,0.0,0.0,12.570426912938231,0.0
7/4/2022 23:00,"(42.886717, -78.878392)",22.0,0.64,2.82,99304.03,0.0,0.0,12.428759724849908,0.0
7/5/2022 0:00,"(42.886717, -78.878392)",22.18,0.63,3.21,99287.76,0.0,0.0,12.362008689368714,0.0
7/5/2022 1:00,"(42.886717, -78.878392)",22.12,0.64,3.64,99227.7,0.0,0.0,12.514945350325945,0.0
7/5/2022 2:00,"(42.886717, -78.878392)",22.09,0.63,3.76,99132.45,0.0,0.0,12.29814217553034,0.0
7/5/2022 3:00,"(42.886717, -78.878392)",22.09,0.62,3.99,99093.47,0.0,0.0,12.102933569569542,0.0
7/5/2022 4:00,"(42.886717, -78.878392)",22.24,0.6,4.12,99015.4,0.0,0.0,11.814042900720496,0.0
7/5/2022 5:00,"(42.886717, -78.878392)",22.4,0.58,4.39,98963.07,0.0,0.0,11.525734134628559,0.0
7/5/2022 6:00,"(42.886717, -78.878392)",22.19,0.57,5.25,98935.03,0.04,0.0,11.191110912809021,0.04
7/5/2022 7:00,"(42.886717, -78.878392)",21.69,0.6,5.56,98874.55,0.21,0.0,11.44544849525697,0.21
7/5/2022 8:00,"(42.886717, -78.878392)",20.74,0.67,4.9,98775.02,0.49,0.0,12.095868260575163,0.49
7/5/2022 9:00,"(42.886717, -78.878392)",19.74,0.77,3.78,98787.55,0.93,0.0,13.112287238959963,0.93
7/5/2022 10:00,"(42.886717, -78.878392)",19.23,0.85,3.31,98727.38,2.19,0.0,14.047124866485792,2.19
7/5/2022 11:00,"(42.886717, -78.878392)",18.99,0.9,3.0,98636.52,1.91,0.0,14.66445551786561,1.91
7/5/2022 12:00,"(42.886717, -78.878392)",19.29,0.91,3.92,98595.39,0.77,0.0,15.09191456343828,0.77
7/5/2022 13:00,"(42.886717, -78.878392)",20.55,0.9,4.35,98530.69,0.15,0.0,16.069381151704867,0.15
7/5/2022 14:00,"(42.886717, -78.878392)",21.08,0.92,6.2,98500.74,0.05,0.0,16.940703730384527,0.05
7/5/2022 15:00,"(42.886717, -78.878392)",22.32,0.89,6.73,98424.38,0.08,0.0,17.60494158563743,0.08
7/5/2022 16:00,"(42.886717, -78.878392)",22.9,0.88,6.92,98395.48,0.06,0.0,17.99574333042571,0.06
7/5/2022 17:00,"(42.886717, -78.878392)",23.48,0.86,6.3,98341.41,0.01,0.0,18.17866366221074,0.01
7/5/2022 18:00,"(42.886717, -78.878392)",22.47,0.86,5.7,98327.12,0.01,0.0,17.15870613707094,0.01
7/5/2022 19:00,"(42.886717, -78.878392)",22.34,0.86,5.37,98306.88,0.01,0.0,17.031078754770828,0.01
7/5/2022 20:00,"(42.886717, -78.878392)",21.83,0.86,4.68,98342.25,0.01,0.0,16.538256500712496,0.01
7/5/2022 21:00,"(42.886717, -78.878392)",21.11,0.88,4.44,98434.25,0.01,0.0,16.232385867847515,0.01
7/5/2022 22:00,"(42.886717, -78.878392)",20.58,0.88,3.97,98477.6,0.0,0.0,15.739777099665043,0.0
7/5/2022 23:00,"(42.886717, -78.878392)",20.25,0.86,3.68,98514.65,0.0,0.0,15.088722425515796,0.0
7/6/2022 0:00,"(42.886717, -78.878392)",19.77,0.86,3.49,98579.79,0.0,0.0,14.670684093257611,0.0
7/6/2022 1:00,"(42.886717, -78.878392)",19.11,0.86,3.7,98655.03,0.0,0.0,14.1122383025481,0.0
7/6/2022 2:00,"(42.886717, -78.878392)",18.5,0.87,3.3,98686.24,0.0,0.0,13.770818380604934,0.0
7/6/2022 3:00,"(42.886717, -78.878392)",18.0,0.91,2.52,98624.89,0.0,0.0,13.982702456761938,0.0
7/6/2022 4:00,"(42.886717, -78.878392)",17.8,0.92,2.36,98689.55,0.0,0.0,13.969045837528121,0.0
7/6/2022 5:00,"(42.886717, -78.878392)",17.42,0.94,2.63,98719.09,0.0,0.0,13.952734048530008,0.0
7/6/2022 6:00,"(42.886717, -78.878392)",17.95,0.91,2.08,98828.89,0.01,0.0,13.941169013298433,0.01
7/6/2022 7:00,"(42.886717, -78.878392)",18.33,0.9,2.27,98844.58,0.04,0.0,14.102819357161975,0.04
7/6/2022 8:00,"(42.886717, -78.878392)",18.85,0.86,3.1,98846.41,0.08,0.0,13.897343667052594,0.08
7/6/2022 9:00,"(42.886717, -78.878392)",19.46,0.82,3.01,98900.55,0.04,0.0,13.736002128810615,0.04
7/6/2022 10:00,"(42.886717, -78.878392)",19.8,0.81,2.88,98933.52,0.02,0.0,13.842066617378801,0.02
7/6/2022 11:00,"(42.886717, -78.878392)",20.39,0.78,3.05,98985.2,0.03,0.0,13.79744828281061,0.03
7/6/2022 12:00,"(42.886717, -78.878392)",20.76,0.76,2.91,99007.0,0.02,0.0,13.736663754575455,0.02
7/6/2022 13:00,"(42.886717, -78.878392)",21.35,0.72,2.51,99005.29,0.01,0.0,13.467104143060265,0.01
7/6/2022 14:00,"(42.886717, -78.878392)",21.89,0.69,2.31,99031.5,0.0,0.0,13.315066173748486,0.0
7/6/2022 15:00,"(42.886717, -78.878392)",22.91,0.65,2.42,99031.31,0.05,0.0,13.299916143706596,0.05
7/6/2022 16:00,"(42.886717, -78.878392)",23.48,0.61,2.95,99041.78,0.07,0.0,12.894168411568085,0.07
7/6/2022 17:00,"(42.886717, -78.878392)",23.75,0.59,3.13,98981.0,0.02,0.0,12.664426283749892,0.02
7/6/2022 18:00,"(42.886717, -78.878392)",22.53,0.64,3.03,98998.51,0.01,0.0,12.813312425900648,0.01
7/6/2022 19:00,"(42.886717, -78.878392)",22.3,0.64,3.22,98984.34,0.0,0.0,12.645189800626216,0.0
7/6/2022 20:00,"(42.886717, -78.878392)",22.08,0.64,3.21,98987.12,0.0,0.0,12.48615973484266,0.0
7/6/2022 21:00,"(42.886717, -78.878392)",20.67,0.7,2.78,99043.02,0.0,0.0,12.586084592082225,0.0
7/6/2022 22:00,"(42.886717, -78.878392)",19.44,0.76,2.88,99128.57,0.0,0.0,12.715966926003103,0.0
7/6/2022 23:00,"(42.886717, -78.878392)",18.19,0.8,2.76,99114.73,0.0,0.0,12.432094321163987,0.0
7/7/2022 0:00,"(42.886717, -78.878392)",17.45,0.83,2.63,99128.32,0.0,0.0,12.34207210719563,0.0
7/7/2022 1:00,"(42.886717, -78.878392)",16.62,0.86,2.45,99143.88,0.0,0.0,12.16745616940964,0.0
7/7/2022 2:00,"(42.886717, -78.878392)",16.2,0.87,2.28,99105.54,0.0,0.0,12.001372623478996,0.0
7/7/2022 3:00,"(42.886717, -78.878392)",15.79,0.88,2.16,99113.5,0.0,0.0,11.842144213234498,0.0
7/7/2022 4:00,"(42.886717, -78.878392)",15.39,0.88,1.79,99123.29,0.0,0.0,11.55831366731582,0.0
7/7/2022 5:00,"(42.886717, -78.878392)",15.15,0.87,1.75,99122.38,0.0,0.0,11.261420060604076,0.0
7/7/2022 6:00,"(42.886717, -78.878392)",15.66,0.84,2.25,99185.61,0.0,0.0,11.215187462553931,0.0
7/7/2022 7:00,"(42.886717, -78.878392)",16.61,0.82,2.19,99199.94,0.0,0.0,11.594551794553839,0.0
7/7/2022 8:00,"(42.886717, -78.878392)",18.33,0.76,1.93,99221.29,0.0,0.0,11.909047457159,0.0
7/7/2022 9:00,"(42.886717, -78.878392)",19.94,0.71,1.71,99231.88,0.0,0.0,12.23311866424219,0.0
7/7/2022 10:00,"(42.886717, -78.878392)",21.59,0.65,1.42,99211.49,0.0,0.0,12.327800500778585,0.0
7/7/2022 11:00,"(42.886717, -78.878392)",23.43,0.59,1.25,99154.37,0.0,0.0,12.435944252658262,0.0
7/7/2022 12:00,"(42.886717, -78.878392)",24.15,0.56,0.91,99180.59,0.0,0.0,12.296370117860882,0.0
7/7/2022 13:00,"(42.886717, -78.878392)",24.6,0.54,1.61,99154.62,0.0,0.0,12.16278064941478,0.0
7/7/2022 14:00,"(42.886717, -78.878392)",24.99,0.54,2.14,99087.2,0.0,0.0,12.433061807131313,0.0
7/7/2022 15:00,"(42.886717, -78.878392)",25.18,0.53,2.86,99070.58,0.0,0.0,12.333883286068877,0.0
7/7/2022 16:00,"(42.886717, -78.878392)",25.37,0.5,3.56,99097.09,0.0,0.0,11.760524035880822,0.0
7/7/2022 17:00,"(42.886717, -78.878392)",25.07,0.49,3.18,99062.22,0.0,0.0,11.332736404293616,0.0
7/7/2022 18:00,"(42.886717, -78.878392)",24.59,0.51,1.65,99034.07,0.0,0.0,11.480588636848172,0.0
7/7/2022 19:00,"(42.886717, -78.878392)",24.5,0.51,1.29,99012.59,0.0,0.0,11.422392334673185,0.0
7/7/2022 20:00,"(42.886717, -78.878392)",23.81,0.56,2.09,99018.05,0.0,0.0,12.061514095768388,0.0
7/7/2022 21:00,"(42.886717, -78.878392)",21.94,0.66,2.8,98994.0,0.0,0.0,12.772917267397471,0.0
7/7/2022 22:00,"(42.886717, -78.878392)",21.22,0.69,3.16,99039.12,0.0,0.0,12.809125324579737,0.0
7/7/2022 23:00,"(42.886717, -78.878392)",20.15,0.74,3.61,99098.46,0.0,0.0,12.907659059276014,0.0
7/8/2022 0:00,"(42.886717, -78.878392)",20.0,0.77,3.27,99131.59,0.0,0.0,13.313594146145743,0.0
7/8/2022 1:00,"(42.886717, -78.878392)",19.29,0.81,2.47,99108.45,0.0,0.0,13.433462413609895,0.0
7/8/2022 2:00,"(42.886717, -78.878392)",18.36,0.86,2.04,99075.75,0.0,0.0,13.500030247613063,0.0
7/8/2022 3:00,"(42.886717, -78.878392)",18.37,0.87,1.77,99091.98,0.0,0.0,13.665109639218398,0.0
7/8/2022 4:00,"(42.886717, -78.878392)",18.46,0.87,1.62,99082.9,0.0,0.0,13.738217561228064,0.0
7/8/2022 5:00,"(42.886717, -78.878392)",18.25,0.88,1.4,99086.45,0.0,0.0,13.724111739783998,0.0
7/8/2022 6:00,"(42.886717, -78.878392)",18.09,0.89,1.18,99181.62,0.0,0.0,13.748771286003874,0.0
7/8/2022 7:00,"(42.886717, -78.878392)",18.76,0.89,1.45,99208.62,0.0,0.0,14.30583835750649,0.0
7/8/2022 8:00,"(42.886717, -78.878392)",20.5,0.81,1.82,99240.41,0.0,0.0,14.420350601399479,0.0
7/8/2022 9:00,"(42.886717, -78.878392)",21.97,0.7,1.97,99257.54,0.0,0.0,13.570477219720752,0.0
7/8/2022 10:00,"(42.886717, -78.878392)",23.18,0.61,1.68,99244.21,0.0,0.0,12.675511996436924,0.0
7/8/2022 11:00,"(42.886717, -78.878392)",24.29,0.57,1.54,99229.34,0.0,0.0,12.615538739147278,0.0
7/8/2022 12:00,"(42.886717, -78.878392)",24.83,0.56,1.93,99230.96,0.0,0.0,12.777912735093597,0.0
7/8/2022 13:00,"(42.886717, -78.878392)",25.19,0.56,2.43,99214.09,0.04,0.0,13.039351448503087,0.04
