datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),surface_pressure (Pa)
2022-08-02 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.36,17.13,4.54,98814.27
2022-08-02 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.50,17.16,4.64,98857.59
2022-08-02 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.93,16.86,4.64,98888.87
2022-08-02 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.03,16.63,4.22,98866.95
2022-08-02 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.75,16.50,3.28,98873.23
2022-08-02 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.37,16.65,2.89,98870.27
2022-08-03 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.55,16.97,2.13,98879.86
2022-08-03 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.03,17.09,2.19,98912.49
2022-08-03 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.84,16.90,2.63,98953.60
2022-08-03 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.78,16.46,2.68,98979.75
2022-08-03 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.95,16.62,2.22,99034.80
2022-08-03 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.10,16.04,1.35,99000.42
2022-08-03 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.35,15.48,1.21,99016.72
2022-08-03 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.38,15.66,0.94,99017.65
2022-08-03 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.05,14.78,1.88,98996.79
2022-08-03 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.71,14.65,2.17,98964.89
2022-08-03 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.98,14.68,2.40,98992.80
2022-08-03 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.41,14.72,3.39,99020.69
2022-08-03 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.37,15.64,3.78,99005.85
2022-08-03 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.30,15.90,3.63,99057.37
2022-08-03 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.35,15.74,4.19,99013.21
2022-08-03 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.67,15.19,4.10,99018.00
2022-08-03 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.63,15.27,4.08,98985.96
2022-08-03 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.53,16.39,4.39,98906.37
2022-08-03 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.73,17.34,4.65,98822.58
2022-08-03 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.82,18.11,4.76,98769.26
2022-08-03 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,29.39,18.60,4.89,98723.11
2022-08-03 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,29.81,19.29,4.98,98663.67
2022-08-03 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,29.31,19.86,3.68,98652.23
2022-08-03 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.28,19.99,3.62,98687.84
2022-08-04 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.49,20.23,3.67,98729.02
2022-08-04 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.22,20.21,4.04,98757.25
2022-08-04 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.56,19.99,3.68,98871.73
2022-08-04 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.08,19.61,2.94,98892.43
2022-08-04 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.94,19.61,3.52,98881.26
2022-08-04 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.86,19.59,3.83,98839.14
2022-08-04 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.81,19.58,3.87,98825.38
2022-08-04 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.78,19.59,4.03,98797.79
2022-08-04 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.67,19.69,4.52,98829.45
2022-08-04 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.76,19.75,5.14,98846.37
2022-08-04 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.42,20.55,4.52,98890.27
2022-08-04 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.46,20.75,4.52,98958.10
2022-08-04 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.94,21.13,4.26,98981.38
2022-08-04 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.24,21.49,4.52,99017.45
2022-08-04 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.81,21.58,5.39,99056.34
2022-08-04 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.53,21.67,5.30,99130.16
2022-08-04 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.02,21.82,5.20,99169.59
2022-08-04 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.94,21.96,5.33,99194.97
2022-08-04 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.47,21.93,5.27,99164.81
2022-08-04 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.84,22.19,5.24,99156.09
2022-08-04 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.85,22.32,4.48,99159.62
2022-08-04 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.52,21.67,4.06,99117.11
2022-08-04 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.99,21.30,2.93,99113.20
2022-08-04 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.60,21.49,2.54,99141.05
2022-08-05 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.28,21.34,2.53,99161.83
2022-08-05 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.75,21.62,2.54,99155.01
2022-08-05 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.09,21.74,2.44,99235.67
2022-08-05 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.64,21.44,2.60,99270.34
2022-08-05 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.15,20.90,1.99,99287.66
2022-08-05 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.05,20.58,1.31,99311.77
2022-08-05 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.06,20.45,1.04,99310.14
2022-08-05 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.03,20.51,1.17,99312.83
2022-08-05 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.92,20.58,1.11,99362.66
2022-08-05 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.75,20.41,1.05,99396.89
2022-08-05 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.62,20.51,1.16,99411.14
2022-08-05 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.40,20.44,0.34,99487.17
2022-08-05 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.60,20.36,1.74,99550.52
2022-08-05 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.74,20.26,1.72,99614.43
2022-08-05 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.27,20.45,2.01,99600.62
2022-08-05 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.61,20.75,1.58,99613.64
2022-08-05 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.52,20.93,1.04,99602.30
2022-08-05 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.38,21.15,0.23,99605.29
2022-08-05 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.14,21.17,0.37,99546.64
2022-08-05 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.77,21.54,1.25,99546.87
2022-08-05 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.12,21.33,2.02,99549.27
2022-08-05 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.06,21.26,1.82,99477.40
2022-08-05 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.27,20.55,2.00,99532.79
2022-08-05 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.72,20.37,1.51,99520.12
2022-08-06 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.22,20.49,1.96,99446.41
2022-08-06 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.06,20.68,2.18,99483.42
2022-08-06 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.22,20.34,2.38,99548.48
2022-08-06 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.57,20.11,2.47,99555.38
2022-08-06 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.36,20.25,1.92,99575.88
2022-08-06 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.82,19.66,1.67,99579.40
2022-08-06 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.76,19.57,1.96,99554.98
2022-08-06 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.74,19.59,2.53,99537.22
2022-08-06 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.52,19.47,3.05,99509.73
2022-08-06 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.22,19.22,3.17,99535.16
2022-08-06 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.35,19.68,2.60,99556.13
2022-08-06 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.78,19.97,2.65,99621.04
2022-08-06 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.21,20.59,2.17,99632.27
2022-08-06 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.14,20.93,2.42,99679.80
2022-08-06 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.51,21.49,2.36,99634.26
2022-08-06 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.59,21.61,2.57,99611.38
2022-08-06 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.27,21.87,2.90,99600.66
2022-08-06 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.09,22.17,2.88,99583.29
2022-08-06 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.97,21.97,3.22,99526.67
2022-08-06 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,29.10,21.95,3.57,99457.45
2022-08-06 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,29.12,21.98,3.72,99451.07
2022-08-06 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,29.06,22.07,3.64,99410.56
2022-08-06 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.11,21.92,2.53,99369.77
2022-08-06 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.46,21.93,2.37,99369.89
2022-08-07 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.89,21.85,2.80,99349.62
2022-08-07 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.70,21.89,3.05,99414.42
2022-08-07 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.98,21.83,3.01,99503.26
2022-08-07 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.45,21.75,3.19,99451.62
2022-08-07 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.21,21.62,3.69,99430.93
2022-08-07 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.94,21.42,3.78,99416.06
2022-08-07 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.65,21.34,3.37,99386.51
2022-08-07 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.46,21.42,3.45,99422.00
2022-08-07 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.13,21.41,3.79,99410.86
2022-08-07 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.05,21.35,3.98,99400.70
2022-08-07 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.86,21.62,3.80,99446.23
2022-08-07 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.13,21.77,3.80,99437.38
2022-08-07 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.09,22.20,3.83,99445.02
2022-08-07 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.91,22.33,4.43,99434.73
2022-08-07 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.67,22.41,4.62,99418.95
2022-08-07 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.97,22.50,4.65,99438.16
2022-08-07 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.41,22.43,4.60,99394.92
2022-08-07 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.76,22.54,4.49,99355.87
2022-08-07 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.35,22.38,4.50,99306.42
2022-08-07 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.51,22.44,4.86,99248.38
2022-08-07 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.59,22.54,4.98,99207.88
2022-08-07 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.23,22.54,4.84,99137.76
2022-08-07 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.99,22.81,3.73,99138.29
2022-08-07 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.33,22.91,3.26,99099.58
2022-08-08 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.39,22.96,3.77,99088.87
2022-08-08 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.68,23.03,4.27,99113.87
2022-08-08 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.28,23.01,4.39,99125.87
2022-08-08 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.84,22.78,4.40,99099.38
2022-08-08 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.76,22.80,4.45,99102.41
2022-08-08 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.71,22.54,4.49,99078.31
2022-08-08 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.69,22.33,4.59,99045.68
2022-08-08 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.57,22.06,4.69,99015.12
2022-08-08 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.29,21.87,4.76,98981.01
2022-08-08 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.97,21.66,4.73,98942.59
2022-08-08 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.74,21.60,4.01,98916.87
2022-08-08 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.87,21.90,4.74,98945.59
2022-08-08 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.54,22.27,4.59,98953.65
2022-08-08 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.03,22.13,5.66,98938.11
2022-08-08 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.92,21.86,6.33,98913.24
2022-08-08 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.35,21.64,6.68,98879.62
2022-08-08 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.24,21.44,7.12,98860.41
2022-08-08 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.40,21.23,7.75,98804.39
2022-08-08 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.79,21.44,6.98,98785.44
2022-08-08 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.62,21.49,7.27,98716.90
2022-08-08 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.13,21.79,6.71,98662.79
2022-08-08 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.06,21.47,6.01,98601.92
2022-08-08 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.17,21.64,6.14,98513.55
2022-08-08 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.08,21.82,6.84,98482.77
2022-08-09 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.53,21.61,6.45,98446.61
2022-08-09 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.16,21.57,6.18,98505.79
2022-08-09 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.84,21.54,5.98,98550.43
2022-08-09 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.22,21.36,6.01,98558.02
2022-08-09 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.60,21.34,6.00,98618.95
2022-08-09 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.38,21.25,5.43,98631.36
2022-08-09 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.85,21.10,4.62,98640.06
2022-08-09 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.19,20.55,4.36,98672.34
2022-08-09 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.34,19.38,4.34,98755.19
2022-08-09 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.40,18.33,3.69,98803.55
2022-08-09 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.78,17.51,3.60,98898.97
2022-08-09 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.60,17.02,3.68,98943.95
2022-08-09 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.92,16.64,3.62,99056.59
2022-08-09 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.96,16.13,3.49,99140.02
2022-08-09 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.39,15.87,3.49,99178.54
2022-08-09 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.98,15.59,3.45,99195.85
2022-08-09 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.48,15.43,3.20,99222.55
2022-08-09 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.04,15.49,2.95,99216.97
2022-08-09 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.50,15.33,2.74,99239.13
2022-08-09 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.66,15.16,2.55,99217.00
2022-08-09 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.82,15.04,2.17,99209.98
2022-08-09 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.85,14.89,2.03,99198.21
2022-08-09 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.22,14.36,2.05,99218.16
2022-08-09 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.91,14.26,1.82,99205.88
2022-08-10 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.35,14.44,1.60,99250.25
2022-08-10 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.29,15.12,1.43,99281.89
2022-08-10 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.26,14.72,1.25,99306.26
2022-08-10 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.82,14.47,0.69,99339.77
2022-08-10 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.73,14.51,0.63,99339.65
2022-08-10 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.15,14.43,0.39,99376.22
2022-08-10 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.86,14.40,0.30,99408.59
2022-08-10 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.73,14.52,0.57,99353.58
2022-08-10 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.54,14.44,0.98,99391.04
2022-08-10 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.55,14.44,1.35,99380.87
2022-08-10 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.89,14.30,1.15,99411.45
2022-08-10 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.55,14.77,1.37,99457.49
2022-08-10 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.09,15.50,1.02,99457.14
2022-08-10 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.30,14.73,1.25,99510.13
2022-08-10 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.36,14.34,1.03,99513.54
2022-08-10 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.65,14.56,0.85,99489.40
2022-08-10 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.56,14.14,1.20,99493.02
2022-08-10 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.30,14.02,1.50,99448.45
2022-08-10 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.57,14.38,1.77,99380.09
2022-08-10 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.79,14.44,2.03,99311.95
2022-08-10 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.56,14.45,2.33,99224.35
2022-08-10 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.72,14.63,2.67,99214.94
2022-08-10 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.43,14.95,2.34,99163.23
2022-08-10 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.79,15.38,2.70,99106.96
2022-08-11 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.74,15.39,3.03,99097.77
2022-08-11 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.32,15.96,3.75,99147.36
2022-08-11 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.58,15.97,4.19,99198.64
2022-08-11 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.77,15.77,4.05,99161.02
2022-08-11 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.65,15.91,3.80,99134.81
2022-08-11 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.33,15.87,3.60,99112.80
2022-08-11 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.24,16.14,3.31,99090.97
2022-08-11 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.03,16.47,3.18,99047.09
2022-08-11 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.11,16.75,3.03,99013.97
2022-08-11 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.98,16.84,3.03,98980.58
2022-08-11 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.96,16.46,2.82,98999.52
2022-08-11 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.00,15.74,3.13,98996.93
2022-08-11 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.69,15.15,3.74,99030.71
2022-08-11 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.28,13.96,4.53,99062.77
2022-08-11 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.97,14.34,4.31,99089.19
2022-08-11 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.03,14.80,4.05,99115.92
2022-08-11 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.93,14.96,4.11,99147.61
2022-08-11 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.69,14.49,4.31,99139.85
2022-08-11 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.96,13.67,4.39,99129.15
2022-08-11 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.36,12.98,4.27,99124.98
2022-08-11 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.48,12.54,4.05,99132.69
2022-08-11 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.16,12.05,3.91,99088.96
2022-08-11 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.83,11.51,3.63,99108.87
2022-08-11 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.29,11.12,3.85,99095.80
2022-08-12 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.17,11.13,4.17,99150.17
2022-08-12 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.64,11.59,4.37,99214.90
2022-08-12 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.40,11.88,4.44,99301.34
2022-08-12 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.13,11.91,4.23,99343.66
2022-08-12 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.59,12.30,3.93,99392.85
2022-08-12 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.79,12.27,3.71,99392.44
2022-08-12 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.45,12.39,3.51,99399.64
2022-08-12 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.99,12.61,3.40,99389.80
2022-08-12 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.55,12.74,3.21,99416.43
2022-08-12 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.00,12.58,2.98,99420.34
2022-08-12 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.53,12.80,2.32,99483.98
2022-08-12 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.07,13.03,2.07,99549.93
2022-08-12 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.15,13.47,1.89,99569.08
2022-08-12 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.21,12.45,2.05,99601.98
2022-08-12 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.50,11.00,2.27,99641.29
2022-08-12 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.85,9.83,2.86,99660.03
2022-08-12 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.33,9.17,3.21,99675.48
2022-08-12 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.74,8.65,3.43,99648.08
2022-08-12 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.11,8.18,3.60,99602.68
2022-08-12 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.35,8.04,3.83,99611.30
2022-08-12 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.58,7.47,3.65,99603.73
2022-08-12 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.61,7.51,3.11,99557.23
2022-08-12 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.12,7.28,2.83,99511.89
2022-08-12 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.77,7.48,2.02,99501.27
2022-08-13 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.40,9.06,1.24,99498.66
2022-08-13 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.89,8.24,1.16,99518.27
