datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),surface_pressure (Pa)
2022-08-24 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.96,16.79,3.56,99103.53
2022-08-24 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.04,17.20,3.15,99096.84
2022-08-24 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.29,17.42,3.08,99082.62
2022-08-25 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.16,17.83,3.30,99135.20
2022-08-25 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.00,18.49,3.06,99174.23
2022-08-25 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.26,18.36,2.76,99208.23
2022-08-25 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.37,18.01,2.45,99237.64
2022-08-25 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.33,18.00,1.82,99234.43
2022-08-25 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.92,17.89,1.44,99275.20
2022-08-25 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.79,17.98,1.09,99254.94
2022-08-25 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.43,18.03,1.00,99260.46
2022-08-25 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.85,17.72,0.68,99246.80
2022-08-25 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.88,17.75,0.34,99236.76
2022-08-25 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.25,18.48,1.05,99236.54
2022-08-25 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.35,17.73,1.37,99279.84
2022-08-25 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.64,18.76,1.12,99320.42
2022-08-25 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.36,19.34,0.23,99331.12
2022-08-25 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.72,19.38,0.18,99348.44
2022-08-25 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.50,19.56,0.30,99356.23
2022-08-25 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.37,19.33,0.43,99322.52
2022-08-25 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.87,18.96,0.58,99282.36
2022-08-25 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.05,18.63,0.65,99207.31
2022-08-25 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.44,18.30,0.62,99138.30
2022-08-25 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.60,17.94,0.90,99132.77
2022-08-25 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.25,17.69,0.95,99045.08
2022-08-25 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.56,18.71,1.17,99000.45
2022-08-25 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.12,18.85,1.24,99040.53
2022-08-26 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.26,18.87,2.22,99057.37
2022-08-26 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.83,18.74,3.05,99056.05
2022-08-26 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.20,18.54,2.54,99023.41
2022-08-26 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.40,18.35,2.30,99008.45
2022-08-26 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.38,18.23,2.41,98982.80
2022-08-26 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.03,18.08,2.33,98940.50
2022-08-26 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.90,17.73,2.28,98883.95
2022-08-26 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.89,17.64,2.65,98828.73
2022-08-26 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.19,17.64,3.44,98794.05
2022-08-26 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.06,17.63,3.38,98787.47
2022-08-26 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.75,18.51,2.90,98734.59
2022-08-26 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.62,18.60,2.48,98763.86
2022-08-26 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.10,18.83,2.95,98787.78
2022-08-26 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.74,19.07,3.84,98785.35
2022-08-26 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.73,19.02,4.04,98820.54
2022-08-26 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.39,19.10,4.34,98822.95
2022-08-26 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.60,18.99,4.27,98844.58
2022-08-26 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.06,18.93,3.98,98833.03
2022-08-26 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.38,18.94,3.58,98806.81
2022-08-26 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.01,18.89,3.75,98774.52
2022-08-26 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.48,18.61,3.87,98799.88
2022-08-26 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.19,18.53,3.83,98785.91
2022-08-26 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.33,18.82,2.43,98818.38
2022-08-26 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.10,18.54,2.40,98845.50
2022-08-27 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.34,18.19,3.59,98931.48
2022-08-27 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.80,17.40,4.12,99035.15
2022-08-27 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.33,16.31,3.90,99141.41
2022-08-27 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.03,15.50,3.74,99178.88
2022-08-27 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.35,15.27,3.38,99205.75
2022-08-27 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.74,14.97,3.00,99220.34
2022-08-27 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.17,14.78,2.81,99231.71
2022-08-27 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.75,14.56,2.72,99224.44
2022-08-27 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.22,14.09,2.51,99244.46
2022-08-27 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.89,13.90,2.20,99260.06
2022-08-27 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.73,13.58,2.10,99318.84
2022-08-27 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.77,13.64,2.27,99377.53
2022-08-27 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.00,14.43,2.51,99437.80
2022-08-27 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.25,14.44,2.96,99486.37
2022-08-27 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.37,13.95,2.66,99515.60
2022-08-27 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.89,13.72,2.57,99505.96
2022-08-27 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.58,13.02,2.30,99490.37
2022-08-27 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.50,12.44,1.87,99451.33
2022-08-27 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.20,12.44,1.74,99426.94
2022-08-27 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.88,11.91,1.96,99401.95
2022-08-27 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.16,11.96,2.44,99399.63
2022-08-27 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.21,12.25,2.56,99344.60
2022-08-27 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.04,12.50,2.00,99318.91
2022-08-27 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.17,12.26,2.48,99312.80
2022-08-28 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.74,12.30,2.94,99335.27
2022-08-28 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.33,12.68,3.24,99384.75
2022-08-28 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.17,12.67,3.27,99441.48
2022-08-28 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.05,12.79,3.77,99403.45
2022-08-28 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.01,12.85,4.04,99378.88
2022-08-28 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.61,12.90,3.65,99364.34
2022-08-28 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.18,13.06,3.44,99339.48
2022-08-28 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.96,12.97,3.32,99367.84
2022-08-28 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.68,12.84,3.33,99370.80
2022-08-28 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.56,12.68,3.32,99345.64
2022-08-28 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.66,12.68,3.06,99345.80
2022-08-28 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.98,12.74,3.05,99389.20
2022-08-28 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.52,13.63,3.18,99400.48
2022-08-28 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.92,14.70,2.98,99403.07
2022-08-28 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.55,15.71,2.63,99381.95
2022-08-28 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.21,16.77,2.40,99359.09
2022-08-28 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.52,17.08,2.46,99353.46
2022-08-28 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.21,17.42,2.80,99334.61
2022-08-28 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.32,17.66,2.85,99279.43
2022-08-28 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.87,17.96,2.53,99229.88
2022-08-28 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.04,18.16,2.01,99168.47
2022-08-28 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.05,18.34,0.99,99114.45
2022-08-28 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.29,18.24,1.01,99061.43
2022-08-28 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.83,18.75,0.90,99023.13
2022-08-29 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.72,19.34,0.88,99016.27
2022-08-29 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.72,19.57,0.87,99046.41
2022-08-29 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.79,19.07,1.02,99100.27
2022-08-29 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.91,18.97,2.01,99082.23
2022-08-29 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.71,18.97,2.86,99075.83
2022-08-29 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.56,18.71,3.33,99041.05
2022-08-29 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.70,18.21,3.79,99037.29
2022-08-29 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.78,17.82,4.34,98996.09
2022-08-29 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.95,17.66,4.82,98964.34
2022-08-29 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.05,17.81,5.32,98954.34
2022-08-29 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.40,17.60,5.24,98971.67
2022-08-29 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.77,18.04,5.53,99013.61
2022-08-29 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.98,18.85,5.73,99005.98
2022-08-29 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.27,19.71,5.48,98975.88
2022-08-29 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.27,20.25,5.80,98945.51
2022-08-29 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.26,20.63,6.01,98942.76
2022-08-29 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.78,20.59,6.16,98919.88
2022-08-29 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.81,20.67,6.27,98842.95
2022-08-29 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.70,20.43,6.17,98804.99
2022-08-29 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,28.95,20.23,6.07,98761.70
2022-08-29 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.82,20.47,5.66,98727.84
2022-08-29 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.84,21.14,5.08,98675.48
2022-08-29 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.39,21.82,4.55,98681.52
2022-08-29 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.40,21.81,4.62,98619.46
2022-08-30 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.10,21.77,5.71,98658.48
2022-08-30 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.22,21.64,6.85,98737.46
2022-08-30 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.87,21.13,6.21,98710.69
2022-08-30 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.42,20.32,6.06,98613.48
2022-08-30 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.06,19.77,6.24,98481.32
2022-08-30 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.69,19.52,6.35,98466.68
2022-08-30 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.37,19.43,5.94,98491.51
2022-08-30 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.69,19.49,5.94,98558.50
2022-08-30 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.33,19.43,5.68,98577.34
2022-08-30 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.23,19.28,5.70,98581.97
2022-08-30 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.36,19.90,4.66,98545.73
2022-08-30 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.58,19.87,4.72,98523.29
2022-08-30 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.08,19.64,4.55,98512.56
2022-08-30 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.83,19.41,4.56,98518.29
2022-08-30 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.04,19.73,4.87,98525.27
2022-08-30 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.86,19.83,4.54,98522.38
2022-08-30 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.98,19.88,4.28,98501.84
2022-08-30 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.69,19.80,4.63,98449.38
2022-08-30 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.78,19.66,4.56,98430.89
2022-08-30 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.60,19.67,4.07,98353.43
2022-08-30 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.97,19.94,4.51,98295.14
2022-08-30 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.97,19.83,5.04,98280.66
2022-08-30 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.10,19.78,4.41,98229.93
2022-08-30 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.09,19.42,4.59,98209.89
2022-08-31 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.49,18.90,5.40,98272.24
2022-08-31 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.26,18.37,4.99,98285.81
2022-08-31 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.20,17.61,4.78,98358.17
2022-08-31 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.08,17.10,4.56,98420.84
2022-08-31 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.76,16.57,4.24,98426.79
2022-08-31 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.14,16.48,4.21,98459.64
2022-08-31 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.85,15.82,4.03,98468.50
2022-08-31 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.26,14.85,4.03,98488.81
2022-08-31 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.56,14.20,4.05,98494.10
2022-08-31 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.72,13.54,4.00,98532.00
2022-08-31 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.75,14.64,3.85,98521.81
2022-08-31 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.67,14.56,3.89,98560.22
2022-08-31 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.70,14.75,4.18,98618.91
2022-08-31 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.36,15.13,4.76,98626.57
2022-08-31 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.69,14.77,5.64,98613.48
2022-08-31 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.13,14.28,6.22,98612.21
2022-08-31 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.78,14.39,7.01,98611.80
2022-08-31 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.19,14.18,7.74,98569.40
2022-08-31 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.12,14.19,8.04,98538.31
2022-08-31 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.20,14.09,8.05,98512.34
2022-08-31 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.43,14.70,8.10,98499.59
2022-08-31 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.61,15.05,7.64,98445.83
2022-08-31 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.64,15.72,7.17,98425.47
2022-08-31 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.26,15.48,7.39,98408.39
2022-09-01 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.52,15.07,6.78,98418.00
2022-09-01 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.12,15.42,6.76,98460.23
2022-09-01 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.94,15.49,6.68,98472.95
2022-09-01 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.27,15.42,6.11,98510.30
2022-09-01 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.51,15.20,5.22,98569.45
2022-09-01 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.27,14.01,4.30,98634.41
2022-09-01 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.22,12.56,4.17,98693.16
2022-09-01 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.45,11.53,4.45,98776.90
2022-09-01 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.41,10.52,4.39,98856.75
2022-09-01 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.38,9.46,4.14,98914.08
2022-09-01 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.15,9.20,3.17,98977.78
2022-09-01 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,13.64,9.03,2.96,99040.80
2022-09-01 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.68,9.66,2.94,99134.90
2022-09-01 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.84,9.46,2.51,99192.26
2022-09-01 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.78,9.64,1.69,99217.59
2022-09-01 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.06,9.63,1.66,99256.99
2022-09-01 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.55,9.53,2.23,99273.38
2022-09-01 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.36,9.69,2.80,99258.62
2022-09-01 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.94,9.93,3.17,99275.41
2022-09-01 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.36,10.05,3.25,99281.00
2022-09-01 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.98,10.43,3.07,99281.49
2022-09-01 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.26,11.04,2.97,99253.80
2022-09-01 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.61,11.68,3.15,99265.92
2022-09-01 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.24,11.27,2.91,99273.62
2022-09-02 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.54,12.16,2.41,99294.84
2022-09-02 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,17.40,12.52,2.41,99326.26
2022-09-02 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.92,12.70,2.35,99356.11
2022-09-02 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.98,12.49,2.18,99359.04
2022-09-02 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.94,12.56,2.05,99365.56
2022-09-02 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.55,12.35,2.04,99401.70
2022-09-02 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.37,12.37,2.23,99404.35
2022-09-02 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.30,12.47,2.38,99416.20
2022-09-02 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,15.17,12.56,2.57,99451.59
2022-09-02 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.85,12.44,2.84,99492.66
2022-09-02 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.71,12.65,3.01,99562.58
2022-09-02 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,14.65,12.29,3.12,99623.38
2022-09-02 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,16.20,13.03,3.36,99691.77
2022-09-02 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,18.37,13.72,3.10,99690.10
2022-09-02 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.88,14.12,2.92,99705.80
2022-09-02 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.46,13.61,2.77,99718.24
2022-09-02 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.75,13.03,2.48,99689.10
2022-09-02 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.10,12.84,2.35,99673.02
2022-09-02 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.65,12.63,2.41,99631.38
2022-09-02 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.26,12.90,2.49,99593.07
2022-09-02 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.45,12.94,2.54,99577.75
2022-09-02 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.50,13.47,2.47,99532.88
2022-09-02 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.62,13.47,1.59,99542.51
2022-09-02 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.62,13.36,0.84,99549.12
2022-09-03 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.45,14.45,1.53,99556.15
2022-09-03 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.29,14.47,2.22,99560.41
2022-09-03 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.36,14.38,3.14,99570.01
2022-09-03 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.49,14.19,4.14,99553.74
2022-09-03 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.30,14.14,4.64,99524.30
2022-09-03 05:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.95,14.16,4.71,99539.25
2022-09-03 06:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.82,14.24,4.67,99527.12
2022-09-03 07:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.82,14.27,4.65,99533.26
2022-09-03 08:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.01,14.29,4.68,99560.84
2022-09-03 09:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.72,14.35,4.78,99543.00
2022-09-03 10:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.82,14.74,4.13,99537.93
2022-09-03 11:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,19.94,14.86,4.25,99524.95
2022-09-03 12:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,20.52,15.58,4.01,99576.19
2022-09-03 13:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,21.85,16.48,3.64,99587.09
2022-09-03 14:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.66,17.03,3.61,99591.85
2022-09-03 15:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.60,18.22,3.45,99586.03
2022-09-03 16:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.13,18.81,3.13,99540.46
2022-09-03 17:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.00,19.22,3.15,99510.27
2022-09-03 18:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.40,19.30,3.16,99485.59
2022-09-03 19:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.59,19.51,3.30,99450.74
2022-09-03 20:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.71,19.68,3.55,99423.47
2022-09-03 21:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,27.52,19.79,3.68,99404.54
2022-09-03 22:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,26.35,19.74,3.40,99374.13
2022-09-03 23:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,25.70,19.52,3.27,99331.05
2022-09-04 00:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,24.74,19.47,2.86,99342.63
2022-09-04 01:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,23.64,19.71,2.90,99370.71
2022-09-04 02:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.90,19.67,3.04,99409.00
2022-09-04 03:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.38,19.74,3.01,99422.95
2022-09-04 04:00:00,"(42.886717, -78.878392)",era5,213.99,-5.00,22.01,19.87,2.55,99441.12
